Date,Package,Title
2019-01-07,BH,Boost C++ Header Files
2019-01-07,burnr,Fire-History Analysis in R
2019-01-07,cansim,Accessing Statistics Canada Data Table and Vectors
2019-01-07,cdata,Fluid Data Transformations
2019-01-07,ChemometricsWithR,"Chemometrics with R - Multivariate Data Analysis in the Natural
Sciences and Life Sciences"
2019-01-07,CholWishart,Cholesky Decomposition of the Wishart Distribution
2019-01-07,comf,Functions for Thermal Comfort Research
2019-01-07,coveffectsplot,Produce Forest Plots to Visualize Covariate Effects
2019-01-07,cvequality,"Tests for the Equality of Coefficients of Variation from
Multiple Groups"
2019-01-07,dabestr,Data Analysis using Bootstrap-Coupled Estimation
2019-01-07,DALEX,Descriptive mAchine Learning EXplanations
2019-01-07,DeclareDesign,Declare and Diagnose Research Designs
2019-01-07,DiscreteFDR,Multiple Testing Procedures with Adaptation for Discrete Tests
2019-01-07,doFuture,"A Universal Foreach Parallel Adapter using the Future API of the
'future' Package"
2019-01-07,effectFusion,Bayesian Effect Fusion for Categorical Predictors
2019-01-07,errorist,Automatically Search Errors or Warnings
2019-01-07,ExPosition,Exploratory Analysis with the Singular Value Decomposition
2019-01-07,feather,R Bindings to the Feather 'API'
2019-01-07,FIT,Transcriptomic Dynamics Models in Field Conditions
2019-01-07,ForestGapR,Tropical Forest Gaps Analysis
2019-01-07,frailtypack,"General Frailty Models: Shared, Joint and Nested Frailty Models
with Prediction; Evaluation of Failure-Time Surrogate Endpoints"
2019-01-07,future.callr,A Future API for Parallel Processing using 'callr'
2019-01-07,ganalytics,Interact with 'Google Analytics'
2019-01-07,gclus,Clustering Graphics
2019-01-07,ggfocus,Focus on Specific Factor Levels in your ggplot()
2019-01-07,ggstatsplot,'ggplot2' Based Plots with Statistical Details
2019-01-07,git2r,Provides Access to Git Repositories
2019-01-07,gpg,GNU Privacy Guard for R
2019-01-07,Greg,Regression Helper Functions
2019-01-07,harmonicmeanp,"Harmonic Mean p-Values and Model Averaging by Mean Maximum
Likelihood"
2019-01-07,hergm,Hierarchical Exponential-Family Random Graph Models
2019-01-07,htmlTable,Advanced Tables for Markdown/HTML
2019-01-07,ipptoolbox,IPP Toolbox
2019-01-07,IRkernel,Native R Kernel for the 'Jupyter Notebook'
2019-01-07,LocalControlStrategy,"Local Control Strategy for Robust Analysis of Cross-Sectional
Data"
2019-01-07,majesticR,R Interface to Access the 'Majestic' API
2019-01-07,matconv,A Code Converter from the Matlab/Octave Language to R
2019-01-07,mgm,Estimating Time-Varying k-Order Mixed Graphical Models
2019-01-07,missRanger,Fast Imputation of Missing Values
2019-01-07,mitml,Tools for Multiple Imputation in Multilevel Modeling
2019-01-07,modeldb,Fits Models Inside the Database
2019-01-07,moveWindSpeed,Estimate Wind Speeds from Bird Trajectories
2019-01-07,MRFA,"Fitting and Predicting Large-Scale Nonlinear Regression Problems
using Multi-Resolution Functional ANOVA (MRFA) Approach"
2019-01-07,mtconnectR,"Read Data from Delimited 'MTConnect' Data Files and Perform some
Analysis"
2019-01-07,mvabund,Statistical Methods for Analysing Multivariate Abundance Data
2019-01-07,naivebayes,High Performance Implementation of the Naive Bayes Algorithm
2019-01-07,NatureSounds,Animal Sounds for Bioacustic Analysis
2019-01-07,nmathresh,Thresholds and Invariant Intervals for Network Meta-Analysis
2019-01-07,OpenImageR,An Image Processing Toolkit
2019-01-07,optigrab,Command-Line Parsing for an R World
2019-01-07,orderedLasso,Ordered Lasso and Time-Lag Sparse Regression
2019-01-07,parlitools,Tools for Analysing UK Politics
2019-01-07,phenocamapi,Interacting with the PhenoCam Data and API
2019-01-07,PINSPlus,Clustering Algorithm for Data Integration and Disease Subtyping
2019-01-07,pool,Object Pooling
2019-01-07,ProjectManagement,Management of Deterministic and Stochastic Projects
2019-01-07,pxweb,R Interface to PXWEB APIs
2019-01-07,R.temis,Integrated Text Mining Solution
2019-01-07,rdfp,An Implementation of the 'DoubleClick for Publishers' API
2019-01-07,rgdax,Wrapper for 'Coinbase Pro (GDAX)' Cryptocurrency Exchange
2019-01-07,rsample,General Resampling Infrastructure
2019-01-07,RSGHB,"Functions for Hierarchical Bayesian Estimation: A Flexible
Approach"
2019-01-07,RSuite,"Supports Developing, Building and Deploying R Solution"
2019-01-07,rzeit2,Client for the ZEIT ONLINE Content API
2019-01-07,shades,Simple Colour Manipulation
2019-01-07,shadow,Geometric Shadow Calculations
2019-01-07,simcausal,Simulating Longitudinal Data with Causal Inference Applications
2019-01-07,simexaft,simexaft
2019-01-07,simstandard,Generate Standardized Data
2019-01-07,SingleCaseES,A Calculator for Single-Case Effect Sizes
2019-01-07,sitmo,"Parallel Pseudo Random Number Generator (PPRNG) 'sitmo' Header
Files"
2019-01-07,sjstats,"Collection of Convenient Functions for Common Statistical
Computations"
2019-01-07,smartdata,Data Preprocessing
2019-01-07,smbinning,Scoring Modeling and Optimal Binning
2019-01-07,spData,Datasets for Spatial Analysis
2019-01-07,splinetree,Longitudinal Regression Trees and Forests
2019-01-07,sport,Sequential Pairwise Online Rating Techniques
2019-01-07,stplanr,Sustainable Transport Planning
2019-01-07,subscreen,Systematic Screening of Study Data for Subgroup Effects
2019-01-07,subtee,Subgroup Treatment Effect Estimation in Clinical Trials
2019-01-07,superml,"Build Machine Learning Models Like Using Python's Scikit-Learn
Library in R"
2019-01-07,survidm,Inference and Prediction in an Illness-Death Model
2019-01-07,tbltools,Tools for Working with Tibbles
2019-01-07,tbrf,Time-Based Rolling Functions
2019-01-07,tcR,Advanced Data Analysis of Immune Receptor Repertoires
2019-01-07,tseriesChaos,Analysis of Nonlinear Time Series
2019-01-07,wpp2015,World Population Prospects 2015
2019-01-07,wrapr,Wrap R Tools for Debugging and Parametric Programming
2019-01-06,ddalpha,Depth-Based Classification and Calculation of Data Depth
2019-01-06,dynlm,Dynamic Linear Regression
2019-01-06,elect,Estimation of Life Expectancies Using Multi-State Models
2019-01-06,enveomics.R,Various Utilities for Microbial Genomics and Metagenomics
2019-01-06,mvcwt,Wavelet Analysis of Multiple Time Series
2019-01-06,RcppStreams,"'Rcpp' Integration of the 'Streamulus' 'DSEL' for Stream
Processing"
2019-01-06,support.BWS2,"Basic Functions for Supporting an Implementation of Case 2
Best-Worst Scaling"
2019-01-06,txtq,A Small Message Queue for Parallel Processes
2019-01-05,coxrt,Cox Proportional Hazards Regression for Right Truncated Data
2019-01-05,cramer,"Multivariate Nonparametric Cramer-Test for the
Two-Sample-Problem"
2019-01-05,echarts4r,Create Interactive Graphs with 'Echarts JavaScript' Version 4
2019-01-05,EditImputeCont,Simultaneous Edit-Imputation for Continuous Microdata
2019-01-05,grImport,Importing Vector Graphics
2019-01-05,gvlma,Global Validation of Linear Models Assumptions
2019-01-05,HMMEsolver,"A Fast Solver for Henderson Mixed Model Equation via Row
Operations"
2019-01-05,multivariance,Measuring Multivariate Dependence Using Distance Multivariance
2019-01-05,neotoma,Access to the Neotoma Paleoecological Database Through R
2019-01-05,PivotalR,"A Fast, Easy-to-Use Tool for Manipulating Tables in Databases
and a Wrapper of MADlib"
2019-01-05,prais,Prais-Winsten Estimator for AR(1) Serial Correlation
2019-01-05,RedditExtractoR,Reddit Data Extraction Toolkit
2019-01-05,SGPdata,Exemplar Data Sets for Student Growth Percentiles (SGP) Analyses
2019-01-05,tmap,Thematic Maps
2019-01-04,bayesImageS,Bayesian Methods for Image Segmentation using a Potts Model
2019-01-04,bwd,Backward Procedure for Change-Point Detection
2019-01-04,cimir,Interface to the CIMIS Web API
2019-01-04,clinDR,"Simulation and Analysis Tools for Clinical Dose Response
Modeling"
2019-01-04,CombMSC,Combined Model Selection Criteria
2019-01-04,COST,Copula-Based Semiparametric Models for Spatio-Temporal Data
2019-01-04,crul,HTTP Client
2019-01-04,deldir,Delaunay Triangulation and Dirichlet (Voronoi) Tessellation
2019-01-04,dHSIC,Independence Testing via Hilbert Schmidt Independence Criterion
2019-01-04,DirectEffects,"Estimating Controlled Direct Effects for Explaining Causal
Findings"
2019-01-04,ecm,Build Error Correction Models
2019-01-04,EMMIXgene,"A Mixture Model-Based Approach to the Clustering of Microarray
Expression Data"
2019-01-04,envnames,Track User-Defined Environment Names
2019-01-04,FitARMA,Fit ARMA or ARIMA Using Fast MLE Algorithm
2019-01-04,future.BatchJobs,"A Future API for Parallel and Distributed Processing using
BatchJobs"
2019-01-04,future.batchtools,"A Future API for Parallel and Distributed Processing using
'batchtools'"
2019-01-04,GDINA,The Generalized DINA Model Framework
2019-01-04,ggsolvencyii,A 'ggplot2'-Plot of Composition of Solvency II SCR: SF and IM
2019-01-04,greybox,Toolbox for Model Building and Forecasting
2019-01-04,GSIF,Global Soil Information Facilities
2019-01-04,HelpersMG,Tools for Earth Meteorological Analysis
2019-01-04,irg,Instantaneous Rate of Green Up
2019-01-04,jrt,Item Response Theory Modeling and Scoring for Judgment Data
2019-01-04,lpc,"Lassoed Principal Components for Testing Significance of
Features"
2019-01-04,memgene,"Spatial Pattern Detection in Genetic Distance Data Using Moran's
Eigenvector Maps"
2019-01-04,metacoder,"Tools for Parsing, Manipulating, and Graphing Taxonomic
Abundance Data"
2019-01-04,modesto,Modeling and Analysis of Stochastic Systems
2019-01-04,msgl,Multinomial Sparse Group Lasso
2019-01-04,parsetools,Parse Tools
2019-01-04,pheatmap,Pretty Heatmaps
2019-01-04,phenology,Tools to Manage a Parametric Function that Describes Phenology
2019-01-04,plm,Linear Models for Panel Data
2019-01-04,PoiClaClu,"Classification and Clustering of Sequencing Data Based on a
Poisson Model"
2019-01-04,protViz,"Visualizing and Analyzing Mass Spectrometry Related Data in
Proteomics"
2019-01-04,raws.profile,Managing Profiles on Amazon Web Service
2019-01-04,rbin,Tools for Binning Data
2019-01-04,RcppDynProg,'Rcpp' Dynamic Programming
2019-01-04,RcppEnsmallen,"Header-Only C++ Mathematical Optimization Library for
'Armadillo'"
2019-01-04,RCzechia,Spatial Objects of the Czech Republic
2019-01-04,RMySQL,Database Interface and 'MySQL' Driver for R
2019-01-04,rNOMADS,"An R Interface to the NOAA Operational Model Archive and
Distribution System"
2019-01-04,Rpolyhedra,Polyhedra Database
2019-01-04,RQEntangle,Quantum Entanglement of Bipartite System
2019-01-04,sirt,Supplementary Item Response Theory Models
2019-01-04,SpatialVx,Spatial Forecast Verification
2019-01-04,Stat2Data,Datasets for Stat2
2019-01-04,utc,Coordinated Universal Time Transformations
2019-01-04,vistime,Pretty Timeline Creation
2019-01-04,worrms,World Register of Marine Species (WoRMS) Client
2019-01-03,aqp,Algorithms for Quantitative Pedology
2019-01-03,behavr,Canonical Data Structure for Behavioural Data
2019-01-03,bikeshare14,Bay Area Bike Share Trips in 2014
2019-01-03,billboarder,Create Interactive Chart with the JavaScript 'Billboard' Library
2019-01-03,BivGeo,Basu-Dhar Bivariate Geometric Distribution
2019-01-03,conStruct,"Models Spatially Continuous and Discrete Population Genetic
Structure"
2019-01-03,cRegulome,"Obtain and Visualize Regulome-Gene Expression Correlations in
Cancer"
2019-01-03,dbx,"A Fast, Easy-to-Use Database Interface"
2019-01-03,ddpcr,"Analysis and Visualization of Droplet Digital PCR in R and on
the Web"
2019-01-03,devEMF,EMF Graphics Output Device
2019-01-03,dint,"A Toolkit for Year-Quarter, Year-Month and Year-Isoweek Dates"
2019-01-03,distrr,Estimate and Manage Empirical Distributions
2019-01-03,diveMove,Dive Analysis and Calibration
2019-01-03,DTRlearn2,"Statistical Learning Methods for Optimizing Dynamic Treatment
Regimes"
2019-01-03,DynamicGP,Modelling and Analysis of Dynamic Computer Experiments
2019-01-03,earth,Multivariate Adaptive Regression Splines
2019-01-03,EffectLiteR,Average and Conditional Effects
2019-01-03,fastqcr,Quality Control of Sequencing Data
2019-01-03,forwards,Data from Surveys Conducted by Forwards
2019-01-03,ftsa,Functional Time Series Analysis
2019-01-03,gammSlice,Generalized Additive Mixed Model Analysis via Slice Sampling
2019-01-03,IncDTW,Incremental Calculation of Dynamic Time Warping
2019-01-03,joint.Cox,"Joint Frailty-Copula Models for Tumour Progression and Death in
Meta-Analysis"
2019-01-03,JuliaCall,Seamless Integration Between R and 'Julia'
2019-01-03,liger,Lightweight Iterative Geneset Enrichment
2019-01-03,maditr,Pipe-Style Interface for 'data.table'
2019-01-03,MCI2,Market Area Models for Retail and Service Locations
2019-01-03,meta,General Package for Meta-Analysis
2019-01-03,PAC,"Partition-Assisted Clustering and Multiple Alignments of
Networks"
2019-01-03,papeR,A Toolbox for Writing Pretty Papers and Reports
2019-01-03,pkgnet,Get Network Representation of an R Package
2019-01-03,pomdp,"Solver for Partially Observable Markov Decision Processes
(POMDP)"
2019-01-03,rcompanion,Functions to Support Extension Education Program Evaluation
2019-01-03,Rdistance,Distance-Sampling Analyses for Density and Abundance Estimation
2019-01-03,riskyr,Rendering Risk Literacy more Transparent
2019-01-03,rmytarget,Load Data from 'MyTarget API'
2019-01-03,RSelenium,R Bindings for 'Selenium WebDriver'
2019-01-03,Rsomoclu,Somoclu
2019-01-03,rstap,Spatial Temporal Aggregated Predictor Models via 'stan'
2019-01-03,shinyAce,Ace Editor Bindings for Shiny
2019-01-03,striprtf,Extract Text from RTF File
2019-01-03,tidystats,Create a Tidy Statistics Output File
2019-01-03,valr,Genome Interval Arithmetic in R
2019-01-03,zoomgrid,Grid Search Algorithm with a Zoom
2019-01-03,zTree,Functions to Import Data from 'z-Tree' into R
2019-01-02,ArchaeoPhases,"Post-Processing of the Markov Chain Simulated by 'ChronoModel',
'Oxcal' or 'BCal'"
2019-01-02,archivist,"Tools for Storing, Restoring and Searching for R Objects"
2019-01-02,BaMORC,"Bayesian Model Optimized Reference Correction Method for
Assigned and Unassigned Protein NMR Spectra"
2019-01-02,bigmatch,Making Optimal Matching Size-Scalable Using Optimal Calipers
2019-01-02,CatDyn,Fishery Stock Assessment by Catch Dynamics Models
2019-01-02,CIM,Compositional Impact of Migration
2019-01-02,congressbr,"Downloads, Unpacks and Tidies Legislative Data from the
Brazilian Federal Senate and Chamber of Deputies"
2019-01-02,ctmcd,"Estimating the Parameters of a Continuous-Time Markov Chain from
Discrete-Time Data"
2019-01-02,dataPreparation,Automated Data Preparation
2019-01-02,dexter,Data Management and Analysis of Tests
2019-01-02,DIFtree,"Item Focussed Trees for the Identification of Items in
Differential Item Functioning"
2019-01-02,DriftBurstHypothesis,Calculates the Test-Statistic for the Drift Burst Hypothesis
2019-01-02,FiRE,Finder of Rare Entities (FiRE)
2019-01-02,forestmangr,Functions for Forest Mensuration and Management
2019-01-02,gganimate,A Grammar of Animated Graphics
2019-01-02,gllvm,Generalized Linear Latent Variable Models
2019-01-02,hmeasure,"The H-Measure and Other Scalar Classification Performance
Metrics"
2019-01-02,iml,Interpretable Machine Learning
2019-01-02,IPWboxplot,Adapted Boxplot to Missing Observations
2019-01-02,kmed,Distance-Based k-Medoids
2019-01-02,Langevin,Langevin Analysis in One and Two Dimensions
2019-01-02,lidR,"Airborne LiDAR Data Manipulation and Visualization for Forestry
Applications"
2019-01-02,logger,"A Lightweight, Modern and Flexible Logging Utility"
2019-01-02,MachineShop,Machine Learning Models and Tools
2019-01-02,mbbefd,"Maxwell Boltzmann Bose Einstein Fermi Dirac Distribution and
Destruction Rate Modelling"
2019-01-02,MCMCvis,"Tools to Visualize, Manipulate, and Summarize MCMC Output"
2019-01-02,metamer,Creates Data with Identical Statistics
2019-01-02,netmeta,Network Meta-Analysis using Frequentist Methods
2019-01-02,npsf,"Nonparametric and Stochastic Efficiency and Productivity
Analysis"
2019-01-02,OSDR,Finds an Optimal System of Distinct Representatives
